"age","education","default","balance","housing","contact","month","duration","campaign","TermDeposit"
29,"secondary","no",368,"yes","cellular","may",345,1,"no"
38,"tertiary","no",1199,"no","cellular","aug",178,1,"yes"
34,"tertiary","no",2576,"yes","cellular","aug",236,4,"no"
34,"secondary","no",1,"yes","unknown","jun",165,5,"no"
58,"secondary","no",0,"yes","telephone","feb",702,3,"no"
33,"tertiary","no",576,"no","cellular","nov",144,1,"no"
32,"secondary","no",1780,"yes","unknown","may",100,4,"no"
35,"secondary","no",230,"no","cellular","feb",288,1,"no"
33,"tertiary","no",-104,"no","cellular","jul",231,2,"no"
26,"secondary","no",1,"yes","cellular","jul",36,2,"no"
36,"tertiary","no",-290,"yes","cellular","jan",150,1,"no"
38,"secondary","no",43,"yes","unknown","jun",213,1,"no"
35,"tertiary","no",20,"yes","cellular","aug",51,2,"no"
55,"primary","no",2325,"yes","telephone","aug",87,7,"no"
34,"tertiary","no",2658,"yes","cellular","mar",265,1,"no"
33,"secondary","no",23,"no","cellular","aug",53,4,"no"
38,"secondary","no",6706,"no","cellular","mar",143,2,"no"
29,"tertiary","no",1,"yes","cellular","jul",695,1,"no"
28,"secondary","no",173,"no","cellular","jul",588,7,"yes"
51,"unknown","no",174,"no","telephone","jul",308,3,"no"
56,"secondary","no",353,"yes","unknown","may",106,2,"no"
37,"secondary","no",2209,"no","unknown","jun",167,2,"no"
29,"primary","no",57,"no","cellular","jul",461,1,"no"
40,"secondary","no",260,"no","cellular","nov",52,1,"no"
33,"secondary","no",-805,"no","cellular","jul",208,2,"no"
29,"tertiary","no",0,"yes","unknown","may",703,4,"no"
45,"secondary","no",88,"yes","cellular","aug",55,3,"no"
50,"secondary","no",294,"no","cellular","jul",73,1,"no"
32,"primary","no",-457,"yes","unknown","may",288,1,"no"
24,"tertiary","no",368,"no","cellular","oct",197,2,"no"
45,"secondary","no",1477,"yes","cellular","nov",75,1,"no"
47,"secondary","no",700,"yes","cellular","feb",69,3,"no"
37,"tertiary","no",34,"yes","unknown","jun",100,2,"no"
32,"tertiary","no",4,"yes","cellular","apr",311,1,"no"
57,"secondary","no",2192,"no","unknown","may",208,2,"no"
27,"primary","no",140,"yes","cellular","jul",361,1,"no"
43,"secondary","no",91,"no","unknown","jul",110,2,"no"
47,"secondary","no",235,"yes","cellular","may",121,1,"no"
36,"tertiary","no",682,"yes","unknown","jun",13,10,"no"
50,"secondary","no",381,"no","cellular","feb",519,1,"no"
43,"tertiary","no",42,"no","cellular","jul",285,1,"no"
55,"secondary","no",0,"yes","unknown","jun",124,1,"no"
41,"tertiary","no",1755,"no","unknown","jun",152,10,"no"
40,"secondary","no",388,"no","cellular","jan",95,1,"no"
47,"tertiary","yes",-337,"no","cellular","jan",243,4,"no"
31,"secondary","no",136,"no","cellular","may",228,2,"yes"
34,"tertiary","no",2835,"yes","cellular","aug",107,2,"no"
45,"tertiary","no",21024,"yes","cellular","apr",73,4,"no"
52,"secondary","no",0,"yes","cellular","jul",150,1,"no"
39,"unknown","no",3583,"no","unknown","jun",97,2,"no"
32,"secondary","no",95,"no","cellular","jul",308,2,"no"
26,"tertiary","no",350,"no","cellular","jul",367,1,"no"
49,"tertiary","no",557,"yes","cellular","jan",145,1,"no"
59,"primary","no",935,"yes","cellular","nov",103,3,"no"
37,"secondary","no",1142,"yes","cellular","jul",309,2,"no"
32,"secondary","no",20,"no","cellular","aug",210,2,"no"
29,"secondary","no",0,"yes","cellular","may",77,4,"no"
30,"secondary","no",1165,"no","cellular","apr",98,2,"no"
24,"secondary","no",578,"yes","cellular","apr",385,5,"no"
30,"primary","no",1101,"yes","cellular","nov",779,2,"no"
55,"tertiary","no",9756,"yes","cellular","jun",103,2,"yes"
34,"secondary","no",-96,"yes","unknown","jun",269,3,"no"
32,"tertiary","no",3283,"no","cellular","aug",623,2,"yes"
41,"primary","no",1179,"yes","unknown","jun",950,4,"no"
75,"secondary","no",3771,"no","telephone","oct",186,1,"yes"
41,"tertiary","no",861,"yes","cellular","jul",108,13,"no"
47,"tertiary","no",1639,"no","cellular","jan",349,1,"yes"
49,"primary","no",361,"yes","unknown","jun",513,2,"yes"
30,"secondary","no",194,"yes","unknown","jun",178,1,"no"
36,"secondary","no",923,"no","unknown","sep",6,1,"no"
47,"secondary","no",93,"no","cellular","nov",194,1,"no"
46,"tertiary","no",1285,"yes","unknown","may",89,1,"no"
31,"secondary","no",-173,"yes","unknown","jun",121,2,"no"
49,"tertiary","no",8422,"yes","cellular","nov",166,3,"no"
60,"tertiary","no",846,"no","telephone","may",1346,1,"yes"
53,"secondary","no",2248,"yes","cellular","jul",122,1,"no"
53,"secondary","no",21522,"no","cellular","nov",83,3,"no"
46,"secondary","no",179,"no","unknown","jun",129,1,"no"
55,"primary","no",0,"no","unknown","jun",247,1,"no"
60,"primary","no",7929,"no","unknown","apr",111,1,"yes"
34,"tertiary","no",714,"yes","cellular","nov",328,4,"no"
32,"secondary","no",473,"no","cellular","aug",1064,1,"yes"
38,"secondary","no",197,"no","unknown","jun",979,9,"no"
54,"secondary","no",300,"yes","cellular","may",329,1,"no"
56,"primary","no",445,"no","cellular","nov",13,6,"no"
50,"secondary","no",86,"no","telephone","feb",279,8,"no"
43,"primary","no",0,"yes","unknown","may",3,1,"no"
58,"tertiary","no",4150,"no","unknown","jun",363,1,"no"
35,"tertiary","no",3698,"yes","cellular","mar",106,1,"yes"
35,"secondary","no",-257,"no","cellular","jan",117,3,"no"
32,"tertiary","no",273,"yes","cellular","jul",97,3,"no"
45,"secondary","no",12,"no","cellular","aug",88,3,"no"
61,"unknown","no",893,"no","telephone","feb",324,1,"no"
34,"secondary","no",229,"no","cellular","aug",154,2,"no"
49,"secondary","no",5,"no","cellular","aug",131,2,"no"
25,"tertiary","no",347,"no","cellular","aug",267,1,"yes"
44,"unknown","no",532,"no","unknown","may",141,2,"no"
52,"secondary","no",1815,"no","cellular","aug",131,3,"no"
32,"secondary","no",1,"yes","cellular","nov",77,3,"no"
32,"secondary","no",-230,"yes","cellular","jul",331,2,"no"
34,"tertiary","no",5,"no","cellular","aug",370,2,"yes"
33,"tertiary","no",1071,"no","cellular","aug",83,4,"no"
49,"primary","no",282,"yes","cellular","may",99,1,"no"
44,"secondary","no",887,"yes","cellular","apr",93,2,"no"
47,"tertiary","no",44,"no","cellular","feb",374,1,"no"
46,"secondary","no",209,"yes","cellular","jul",126,4,"no"
54,"primary","no",284,"no","telephone","aug",127,4,"no"
34,"secondary","no",313,"yes","cellular","jul",634,3,"no"
55,"primary","no",10,"no","cellular","feb",174,3,"no"
25,"secondary","no",333,"no","cellular","jul",1056,2,"yes"
41,"secondary","no",1629,"yes","unknown","may",85,1,"no"
52,"secondary","no",371,"yes","telephone","feb",50,1,"no"
33,"tertiary","no",-355,"yes","unknown","may",911,2,"no"
43,"secondary","no",898,"yes","cellular","may",405,1,"no"
54,"secondary","no",0,"no","cellular","jan",565,1,"yes"
42,"secondary","no",690,"yes","unknown","may",20,1,"no"
59,"primary","no",56,"no","cellular","aug",432,5,"no"
42,"primary","no",480,"yes","unknown","jun",288,12,"no"
25,"secondary","no",679,"no","cellular","oct",297,5,"yes"
31,"tertiary","no",0,"no","cellular","feb",269,2,"no"
29,"secondary","no",1386,"yes","unknown","may",166,1,"no"
26,"tertiary","no",450,"yes","unknown","may",1266,1,"no"
41,"tertiary","no",445,"yes","cellular","apr",138,1,"no"
31,"primary","no",-367,"yes","telephone","jul",352,2,"no"
49,"secondary","no",10350,"no","cellular","jul",346,1,"no"
27,"secondary","no",3,"yes","cellular","may",346,2,"no"
48,"primary","no",3267,"yes","telephone","may",6,5,"no"
33,"secondary","no",956,"yes","cellular","aug",120,2,"no"
30,"secondary","no",49,"no","cellular","jan",808,2,"yes"
42,"secondary","no",275,"no","cellular","jul",522,3,"no"
31,"secondary","no",371,"yes","cellular","apr",654,1,"no"
27,"secondary","no",1411,"no","cellular","feb",92,1,"no"
40,"tertiary","no",1734,"yes","unknown","jun",169,1,"no"
30,"secondary","no",364,"yes","cellular","feb",331,1,"no"
67,"primary","no",1430,"no","telephone","oct",88,3,"no"
43,"primary","no",336,"yes","unknown","may",256,5,"no"
34,"unknown","no",86,"no","cellular","nov",244,2,"no"
52,"primary","yes",57,"yes","cellular","nov",45,1,"no"
33,"tertiary","no",666,"yes","cellular","apr",297,1,"no"
41,"tertiary","no",412,"yes","unknown","jun",154,5,"no"
51,"tertiary","no",318,"yes","cellular","may",102,2,"no"
44,"secondary","no",-43,"yes","cellular","apr",206,1,"no"
44,"tertiary","no",2237,"yes","unknown","jun",125,2,"no"
38,"primary","no",154,"yes","cellular","may",197,1,"no"
34,"tertiary","no",2069,"no","cellular","aug",328,2,"no"
33,"secondary","no",-77,"yes","cellular","jul",151,3,"no"
28,"primary","no",-30,"yes","cellular","jul",108,5,"no"
47,"tertiary","no",2279,"yes","cellular","may",161,1,"no"
25,"tertiary","no",0,"yes","cellular","jul",20,31,"no"
33,"tertiary","no",205,"no","unknown","jul",156,2,"no"
56,"tertiary","no",87,"no","cellular","jul",136,2,"no"
32,"primary","no",-454,"yes","cellular","may",801,5,"yes"
37,"secondary","no",2235,"yes","cellular","apr",419,2,"no"
29,"tertiary","no",465,"yes","cellular","jul",191,1,"no"
55,"secondary","no",51,"no","cellular","aug",94,2,"no"
60,"primary","no",11,"no","telephone","aug",15,10,"no"
41,"secondary","no",3018,"yes","cellular","nov",536,2,"no"
46,"primary","no",1483,"yes","unknown","may",174,3,"no"
37,"secondary","no",0,"yes","unknown","jun",26,6,"no"
35,"primary","no",634,"no","cellular","jul",185,2,"no"
54,"tertiary","no",29887,"yes","unknown","may",865,1,"no"
58,"secondary","no",0,"no","cellular","aug",27,17,"no"
34,"secondary","no",1586,"no","cellular","feb",355,2,"no"
37,"secondary","no",862,"no","cellular","jul",152,2,"no"
42,"secondary","no",1450,"no","cellular","may",489,2,"no"
60,"tertiary","no",553,"yes","cellular","feb",343,1,"no"
55,"tertiary","no",0,"no","cellular","nov",252,3,"no"
33,"tertiary","no",9449,"yes","cellular","may",428,1,"no"
33,"tertiary","no",594,"yes","cellular","feb",21,5,"no"
30,"tertiary","no",4319,"yes","cellular","nov",144,1,"no"
56,"secondary","no",1750,"no","cellular","aug",629,7,"no"
29,"secondary","no",294,"yes","unknown","may",594,2,"no"
45,"secondary","no",2020,"yes","cellular","jul",55,1,"no"
26,"secondary","no",518,"yes","cellular","may",189,3,"no"
33,"secondary","no",336,"no","cellular","apr",179,3,"yes"
33,"tertiary","no",-634,"yes","cellular","may",163,2,"no"
50,"primary","no",1164,"yes","unknown","may",166,2,"no"
28,"tertiary","no",637,"yes","cellular","feb",324,1,"no"
33,"tertiary","no",503,"no","cellular","aug",91,2,"no"
38,"secondary","no",20,"no","cellular","feb",147,1,"no"
63,"secondary","no",2896,"no","cellular","mar",180,2,"yes"
26,"secondary","no",557,"yes","unknown","may",282,2,"no"
36,"secondary","no",511,"yes","cellular","jan",706,1,"no"
40,"primary","no",887,"yes","cellular","apr",54,1,"no"
48,"tertiary","no",641,"no","cellular","jan",113,1,"no"
46,"tertiary","no",1514,"no","cellular","aug",94,2,"no"
35,"secondary","no",0,"no","cellular","jul",740,3,"no"
35,"primary","no",2281,"yes","cellular","may",126,2,"no"
51,"secondary","no",1752,"no","cellular","jul",335,8,"no"
32,"secondary","no",473,"no","cellular","may",292,3,"yes"
53,"tertiary","no",1014,"no","cellular","nov",59,2,"no"
44,"secondary","no",-225,"yes","cellular","may",319,2,"no"
37,"secondary","no",749,"yes","cellular","apr",121,2,"no"
36,"secondary","no",1305,"yes","cellular","jul",345,10,"no"
50,"secondary","no",1303,"no","telephone","jul",274,2,"no"
58,"secondary","no",0,"no","unknown","jul",84,1,"no"
43,"secondary","no",57,"yes","cellular","jul",188,5,"no"
38,"secondary","no",976,"yes","cellular","may",32,8,"no"
46,"secondary","no",1400,"no","unknown","jun",25,2,"no"
37,"secondary","no",1358,"no","telephone","jan",119,1,"no"
37,"secondary","no",-26,"no","telephone","jul",209,2,"no"
28,"secondary","no",-97,"yes","cellular","may",129,1,"no"
27,"secondary","no",125,"no","cellular","jul",104,1,"no"
32,"secondary","no",0,"yes","cellular","aug",322,2,"no"
59,"secondary","no",13718,"no","telephone","jul",107,6,"no"
48,"primary","no",0,"yes","cellular","apr",90,2,"no"
58,"primary","no",47,"no","cellular","aug",281,2,"no"
35,"primary","no",136,"yes","unknown","may",283,1,"no"
21,"secondary","no",164,"no","cellular","feb",78,5,"no"
35,"secondary","no",4872,"yes","cellular","may",34,3,"no"
59,"secondary","no",12928,"no","cellular","aug",66,2,"no"
47,"secondary","no",303,"no","unknown","jun",261,1,"no"
38,"secondary","no",4336,"yes","cellular","jul",226,6,"no"
29,"secondary","no",1550,"yes","cellular","may",228,3,"no"
41,"primary","no",4488,"yes","cellular","jul",321,1,"no"
54,"tertiary","no",1114,"yes","cellular","nov",1195,2,"no"
30,"secondary","no",48,"no","cellular","feb",217,1,"yes"
29,"secondary","no",22171,"yes","cellular","may",44,1,"no"
38,"primary","no",-459,"yes","cellular","nov",219,2,"no"
29,"secondary","no",1599,"yes","cellular","oct",95,1,"no"
51,"secondary","yes",-1013,"yes","unknown","may",664,1,"no"
41,"tertiary","no",5,"no","unknown","jun",178,1,"no"
32,"secondary","no",38,"yes","cellular","may",744,1,"yes"
42,"secondary","no",814,"yes","cellular","feb",326,5,"no"
40,"secondary","no",2843,"yes","cellular","apr",223,1,"no"
25,"tertiary","no",565,"yes","cellular","apr",175,1,"no"
41,"secondary","no",440,"yes","cellular","may",523,1,"no"
32,"secondary","no",0,"no","cellular","aug",594,4,"yes"
41,"tertiary","no",141,"yes","unknown","may",146,3,"no"
35,"tertiary","no",0,"no","cellular","aug",543,4,"no"
47,"secondary","no",568,"yes","cellular","aug",1613,1,"yes"
31,"tertiary","no",1402,"no","cellular","nov",104,2,"no"
44,"primary","no",2887,"yes","unknown","may",182,1,"no"
50,"secondary","no",1772,"no","cellular","jul",206,4,"no"
26,"secondary","no",381,"yes","unknown","may",504,2,"no"
47,"tertiary","no",0,"no","cellular","aug",213,2,"no"
34,"secondary","no",133,"no","cellular","nov",401,2,"yes"
30,"tertiary","no",4896,"no","cellular","nov",132,1,"no"
40,"secondary","no",822,"yes","cellular","jan",155,2,"no"
49,"tertiary","no",271,"yes","cellular","feb",18,6,"no"
57,"unknown","no",2038,"no","cellular","aug",628,1,"yes"
44,"primary","no",711,"no","unknown","jun",291,1,"no"
38,"secondary","no",446,"yes","unknown","jun",373,4,"no"
56,"secondary","no",196,"no","cellular","nov",312,3,"no"
38,"primary","no",21,"no","cellular","aug",634,2,"no"
39,"secondary","no",31,"yes","cellular","nov",61,2,"no"
34,"tertiary","no",318,"yes","unknown","may",113,2,"no"
58,"primary","no",0,"yes","unknown","may",535,2,"no"
56,"secondary","no",977,"no","cellular","jul",1200,1,"no"
33,"secondary","no",-211,"yes","cellular","jul",96,5,"no"
33,"secondary","no",-10,"yes","unknown","may",123,1,"no"
27,"secondary","no",392,"yes","unknown","may",292,2,"no"
38,"primary","no",2407,"yes","unknown","may",218,1,"no"
44,"tertiary","no",2422,"yes","cellular","jul",141,2,"no"
40,"primary","no",0,"yes","unknown","may",962,1,"no"
44,"tertiary","no",31,"no","unknown","jun",467,1,"no"
37,"tertiary","no",1762,"yes","cellular","apr",309,1,"no"
56,"tertiary","no",982,"no","unknown","jun",152,1,"no"
37,"secondary","no",536,"yes","cellular","jul",328,2,"no"
44,"primary","no",143,"yes","unknown","may",153,1,"no"
45,"tertiary","no",43,"yes","unknown","jun",184,4,"no"
43,"tertiary","no",2,"no","cellular","aug",472,2,"no"
31,"tertiary","no",2196,"yes","cellular","may",299,2,"no"
59,"tertiary","no",0,"no","cellular","nov",90,2,"no"
25,"tertiary","no",6246,"no","cellular","jun",98,3,"no"
29,"secondary","no",104,"yes","cellular","may",903,4,"yes"
51,"tertiary","no",93,"yes","cellular","may",221,1,"no"
55,"secondary","no",143,"yes","unknown","may",42,3,"no"
76,"primary","no",2632,"no","cellular","aug",368,2,"no"
57,"primary","no",0,"no","cellular","aug",189,2,"no"
41,"secondary","no",0,"yes","cellular","jul",126,1,"no"
59,"primary","no",1040,"no","telephone","jul",733,1,"no"
49,"secondary","no",-478,"yes","cellular","nov",291,1,"no"
30,"primary","no",374,"yes","cellular","jul",225,2,"no"
49,"secondary","no",-1965,"no","telephone","jul",317,2,"no"
68,"tertiary","no",2820,"no","cellular","aug",109,2,"no"
73,"primary","no",154,"no","cellular","oct",103,1,"no"
40,"tertiary","no",429,"yes","cellular","may",222,2,"no"
47,"secondary","no",449,"yes","unknown","may",92,4,"no"
29,"secondary","no",382,"yes","unknown","may",460,1,"no"
42,"primary","no",161,"yes","unknown","jun",365,3,"no"
34,"secondary","no",315,"no","cellular","may",76,4,"no"
54,"secondary","no",23,"yes","unknown","may",27,3,"no"
32,"secondary","no",-197,"no","cellular","jul",99,1,"no"
31,"secondary","no",1670,"no","cellular","jul",185,2,"no"
30,"secondary","no",0,"yes","cellular","may",271,1,"no"
30,"secondary","no",12737,"no","cellular","nov",589,2,"yes"
44,"primary","no",2557,"yes","cellular","apr",250,1,"yes"
39,"secondary","no",385,"no","cellular","oct",242,1,"yes"
44,"tertiary","no",316,"yes","cellular","nov",244,1,"no"
42,"unknown","no",22,"no","unknown","jun",246,3,"no"
31,"tertiary","no",859,"yes","cellular","aug",182,3,"no"
32,"tertiary","no",98,"no","cellular","aug",119,2,"no"
45,"primary","no",412,"yes","telephone","feb",45,5,"no"
32,"secondary","no",169,"yes","cellular","may",22,11,"no"
25,"secondary","no",815,"yes","unknown","may",268,6,"no"
35,"secondary","no",628,"yes","unknown","may",455,2,"no"
47,"secondary","no",459,"no","cellular","aug",599,3,"no"
31,"secondary","no",431,"yes","cellular","aug",75,2,"no"
39,"tertiary","no",45,"no","cellular","aug",148,4,"no"
53,"unknown","no",6921,"yes","cellular","nov",130,3,"no"
48,"primary","no",4459,"yes","cellular","aug",536,1,"no"
32,"secondary","no",123,"yes","cellular","jul",329,4,"no"
39,"secondary","no",1961,"no","unknown","may",216,1,"no"
49,"secondary","no",25,"yes","cellular","aug",51,2,"no"
24,"secondary","no",513,"yes","cellular","may",61,3,"no"
53,"secondary","no",797,"no","unknown","jun",14,6,"no"
47,"secondary","no",0,"no","unknown","jun",1446,1,"yes"
73,"primary","no",508,"no","cellular","mar",176,1,"yes"
41,"primary","no",1256,"no","cellular","jul",74,2,"no"
37,"secondary","no",90,"yes","cellular","apr",416,1,"no"
61,"secondary","no",1128,"no","cellular","aug",243,2,"no"
42,"secondary","yes",-197,"yes","cellular","aug",66,7,"no"
47,"tertiary","no",2473,"yes","cellular","jul",122,2,"no"
